"Person.ID.1","Role.1","Year.of.Birth.1","Country.of.Birth.1","Home.Language.1","Dept.No..1","Faculty.No..1","With.PHD.1","No..of.Years.in.Uni.at.Time.of.Grant.1","Number.of.Successful.Grant.1","Number.of.Unsuccessful.Grant.1","A..1","A.1","B.1","C.1","index","age","y"
"79217","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","OtherNA","Less than 0",1,1,3,1,0,0,213,52,"0"
"813567","CHIEF_INVESTIGATOR",1970,"OtherNA","OtherNA","2533","25","No","Less than 0",1,0,1,1,1,1,214,37,"1"
"Other","CHIEF_INVESTIGATOR",1965,"Eastern Europe","Other","2678","25","OtherNA","Less than 0",1,0,1,3,1,1,215,42,"1"
"43597","CHIEF_INVESTIGATOR",1965,"South Africa","OtherNA","803","7","OtherNA","Less than 0",0,1,5,13,5,4,216,42,"0"
"24017","PRINCIPAL_SUPERVISOR",1970,"Australia","OtherNA","2603","25","No",">5 to 10",1,1,6,2,2,0,217,37,"0"
"77977","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2523","25","OtherNA","Less than 0",0,0,0,9,1,0,218,42,"0"
"9757","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","No",">5 to 10",0,0,8,5,2,1,219,47,"1"
"34417","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","1578","13","No",">=0 to 5",0,0,5,6,1,0,220,37,"1"
"85642","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","3258","31","No",">=0 to 5",1,5,16,21,24,6,221,52,"1"
"Other","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","2053","19","OtherNA","Less than 0",0,0,3,3,2,1,222,32,"1"
"Other","CHIEF_INVESTIGATOR",1940,"North America","OtherNA","Other","31","OtherNA","Less than 0",0,1,0,3,8,4,223,67,"0"
"74372","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","OtherNA",">=0 to 5",0,0,5,17,7,2,226,52,"0"
"67282","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2578","25","No",">5 to 10",0,2,4,3,4,3,227,42,"1"
"73402","CHIEF_INVESTIGATOR",1965,"Great Britain","OtherNA","Other","31","No",">5 to 10",0,1,3,8,1,0,228,42,"0"
"73547","CHIEF_INVESTIGATOR",1940,"Australia","OtherNA","2578","25","OtherNA","Less than 0",0,2,4,10,4,6,229,67,"0"
"641012","CHIEF_INVESTIGATOR",1975,"OtherNA","OtherNA","Other","25","OtherNA",">=0 to 5",0,0,0,0,0,0,230,32,"0"
"8377","CHIEF_INVESTIGATOR",1955,"Great Britain","English","2553","25","No",">5 to 10",1,0,3,3,0,1,231,52,"1"
"27757","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","OtherNA",">5 to 10",2,0,8,5,4,0,232,47,"1"
"67097","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","653","7","No",">10 to 15",1,0,0,2,0,0,233,47,"1"
"25117","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","2763","25","No","Less than 0",1,0,2,4,2,3,234,37,"1"
"Other","HONVISIT",1955,"Australia","OtherNA","2763","25","OtherNA","Less than 0",0,0,0,0,0,0,235,52,"0"
"117502","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","Other","25","No","Less than 0",0,1,0,0,0,0,236,32,"0"
"5382","CHIEF_INVESTIGATOR",1965,"Asia Pacific","OtherNA","3198","31","OtherNA","OtherNA",1,0,3,4,3,0,237,42,"1"
"491327","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","1098","1","No",">=0 to 5",0,2,0,5,0,0,238,42,"0"
"12957","CHIEF_INVESTIGATOR",1965,"Great Britain","OtherNA","2603","25","No",">5 to 10",1,6,10,6,8,1,239,42,"0"
"4302","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","3198","31","No",">10 to 15",1,1,2,7,6,3,240,42,"0"
"74047","CHIEF_INVESTIGATOR",1960,"Great Britain","OtherNA","2553","25","No",">10 to 15",1,1,1,2,0,1,241,47,"0"
"74372","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","OtherNA",">=0 to 5",0,0,5,17,7,2,242,52,"0"
"65657","CHIEF_INVESTIGATOR",1955,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,2,0,2,0,243,52,"1"
"73547","CHIEF_INVESTIGATOR",1940,"Australia","OtherNA","2578","25","OtherNA","Less than 0",0,2,4,10,4,6,244,67,"0"
"89472","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","3048","31","No",">=0 to 5",1,1,15,1,3,0,245,37,"1"
"80817","CHIEF_INVESTIGATOR",1945,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,2,0,1,0,246,62,"1"
"12957","CHIEF_INVESTIGATOR",1965,"Great Britain","OtherNA","2603","25","No",">5 to 10",1,6,10,6,8,1,247,42,"1"
"4502","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","OtherNA",">=0 to 5",1,2,4,8,15,2,248,52,"0"
"64307","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","3098","31","No","more than 15",1,0,6,7,0,2,249,57,"1"
"22707","CHIEF_INVESTIGATOR",1965,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,1,4,1,3,250,42,"1"
"8012","CHIEF_INVESTIGATOR",1960,"Western Europe","OtherNA","1098","1","No",">5 to 10",1,1,0,0,0,1,252,47,"1"
"Other","CHIEF_INVESTIGATOR",1980,"OtherNA","OtherNA","2578","25","OtherNA","OtherNA",0,1,0,0,0,0,253,27,"0"
"10522","CHIEF_INVESTIGATOR",1965,"Eastern Europe","Other","2153","19","No",">5 to 10",1,0,19,9,1,0,254,42,"1"
"74142","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","2103","19","No",">5 to 10",0,3,1,0,4,0,255,37,"0"
"593492","CHIEF_INVESTIGATOR",1970,"OtherNA","OtherNA","2538","25","No",">=0 to 5",0,1,0,1,1,1,256,37,"0"
"Other","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","2603","25","OtherNA","Less than 0",1,0,1,0,0,1,257,32,"1"
"636257","CHIEF_INVESTIGATOR",1980,"OtherNA","OtherNA","2678","25","OtherNA","Less than 0",1,0,2,1,0,0,258,27,"1"
"734322","CHIEF_INVESTIGATOR",1965,"OtherNA","OtherNA","2603","25","OtherNA","Less than 0",0,5,0,0,0,0,259,42,"0"
"1797","CHIEF_INVESTIGATOR",1960,"North America","OtherNA","2678","25","No",">5 to 10",2,7,0,8,4,0,260,47,"1"
"2252","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","3658","22","OtherNA",">10 to 15",1,1,3,0,10,2,261,47,"0"
"Other","PRINCIPAL_SUPERVISOR",1965,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,0,7,3,262,42,"1"
"36527","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","2653","25","OtherNA",">=0 to 5",1,4,0,0,0,0,263,52,"0"
"5287","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","3123","31","No",">=0 to 5",2,1,8,3,1,0,264,47,"0"
"11837","PRINCIPAL_SUPERVISOR",1950,"Australia","OtherNA","1033","1","No",">5 to 10",0,0,0,0,0,2,265,57,"1"
"28622","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","No",">=0 to 5",1,0,0,4,0,2,266,47,"0"
"12957","CHIEF_INVESTIGATOR",1965,"Great Britain","OtherNA","2603","25","No",">5 to 10",1,6,10,6,8,1,267,42,"1"
"6712","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2563","25","OtherNA","Less than 0",1,1,0,1,1,1,268,57,"0"
"70322","CHIEF_INVESTIGATOR",1945,"Eastern Europe","OtherNA","2298","46","No",">10 to 15",1,0,0,0,5,6,269,62,"0"
"82527","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","No",">10 to 15",1,0,2,2,0,0,270,52,"1"
"4797","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","25","OtherNA","Less than 0",2,0,0,2,0,1,271,42,"1"
"44697","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2603","25","OtherNA",">=0 to 5",2,0,1,1,0,0,272,42,"1"
"76022","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2103","19","No",">5 to 10",1,2,12,5,0,0,273,42,"0"
"64077","CHIEF_INVESTIGATOR",1945,"Asia Pacific","OtherNA","3073","31","No","more than 15",0,1,1,2,0,0,274,62,"0"
"64777","CHIEF_INVESTIGATOR",1940,"Australia","OtherNA","Other","25","OtherNA","more than 15",0,2,2,9,8,5,275,67,"0"
"28607","CHIEF_INVESTIGATOR",1965,"Great Britain","OtherNA","2763","25","No",">=0 to 5",2,1,1,11,4,5,277,42,"1"
"80387","CHIEF_INVESTIGATOR",1945,"Great Britain","OtherNA","3258","31","OtherNA","OtherNA",0,1,2,0,0,0,278,62,"0"
"71442","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","1098","1","No",">=0 to 5",1,1,0,1,3,1,279,42,"0"
"9417","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2523","25","No",">=0 to 5",0,1,1,0,0,4,280,57,"0"
"64347","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","Other","25","OtherNA","more than 15",0,1,4,13,19,14,282,62,"0"
"106227","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","2523","25","OtherNA","OtherNA",0,1,0,0,0,0,283,52,"0"
"15282","CHIEF_INVESTIGATOR",1965,"Australia","English","2713","25","No",">5 to 10",1,1,1,1,2,0,284,42,"0"
"66917","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","3658","22","No",">5 to 10",1,0,0,0,3,1,285,47,"1"
"70322","CHIEF_INVESTIGATOR",1945,"Eastern Europe","OtherNA","2298","46","No",">10 to 15",1,0,0,0,5,6,287,62,"1"
"11342","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2558","25","No",">=0 to 5",0,1,0,0,1,0,288,42,"0"
"66932","CHIEF_INVESTIGATOR",1940,"Australia","OtherNA","Other","31","OtherNA","more than 15",0,1,0,3,7,5,289,67,"0"
"4492","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2558","25","No",">5 to 10",0,0,1,3,2,2,291,57,"1"
"111122","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","3048","31","No",">=0 to 5",0,0,2,2,4,0,292,37,"1"
"Other","CHIEF_INVESTIGATOR",1960,"Asia Pacific","OtherNA","2523","25","No",">=0 to 5",0,3,2,1,3,2,293,47,"0"
"34502","CHIEF_INVESTIGATOR",1970,"Australia","English","2553","25","No",">=0 to 5",0,2,4,0,1,0,294,37,"0"
"113607","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","603","7","OtherNA","Less than 0",0,0,0,1,0,2,295,37,"1"
"122392","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","Other","25","OtherNA","Less than 0",0,2,0,0,0,0,296,32,"0"
"74162","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","Other","25","No",">5 to 10",1,0,10,19,7,6,298,37,"1"
"Other","CHIEF_INVESTIGATOR",1965,"Asia Pacific","OtherNA","2103","19","OtherNA","Less than 0",0,1,5,4,3,1,299,42,"0"
"130642","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","19","No",">=0 to 5",1,0,0,1,0,0,300,42,"1"
"74077","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","2653","25","OtherNA","Less than 0",0,1,11,3,1,3,302,52,"0"
"72622","CHIEF_INVESTIGATOR",1935,"Australia","OtherNA","2538","25","OtherNA",">=0 to 5",0,2,0,0,0,0,303,72,"0"
"3327","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","1578","13","No",">5 to 10",1,0,0,1,0,1,304,57,"1"
"77582","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2553","25","OtherNA",">=0 to 5",1,0,0,0,0,0,305,47,"1"
"22982","PRINCIPAL_SUPERVISOR",1960,"Australia","OtherNA","Other","25","No",">5 to 10",1,0,13,5,4,0,306,47,"1"
"12542","PRINCIPAL_SUPERVISOR",1965,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,2,3,0,307,42,"1"
"68817","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","2713","25","No",">10 to 15",0,2,3,10,4,1,308,52,"0"
"17622","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","OtherNA","OtherNA",0,2,4,14,10,5,309,52,"0"
"129752","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","3508","4","No",">=0 to 5",1,0,0,5,0,0,311,42,"1"
"361647","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","653","7","No",">=0 to 5",2,0,0,1,1,1,312,52,"1"
"Other","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","548","7","OtherNA","Less than 0",1,0,0,0,0,0,313,62,"1"
"36252","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2973","25","No",">=0 to 5",0,4,2,13,5,16,315,47,"0"
"Other","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","2253","19","OtherNA",">=0 to 5",0,1,0,1,5,0,316,52,"0"
"70947","PRINCIPAL_SUPERVISOR",1960,"Asia Pacific","OtherNA","2653","25","No",">5 to 10",1,2,1,3,3,4,317,47,"0"
"74162","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","Other","25","No",">5 to 10",1,0,10,19,7,6,318,37,"1"
"144652","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","3098","31","No",">=0 to 5",0,1,0,0,0,0,319,52,"0"
"2477","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","25","No",">10 to 15",0,1,2,2,0,0,320,42,"0"
"32522","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","3198","31","No",">=0 to 5",1,0,0,2,2,0,321,37,"1"
"85642","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","3258","31","No",">=0 to 5",1,5,16,21,24,6,322,52,"0"
"12282","PRINCIPAL_SUPERVISOR",1965,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,0,1,2,323,42,"0"
"537","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2653","25","No",">10 to 15",2,0,9,9,13,2,324,42,"1"
"Other","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","Other","31","No",">=0 to 5",1,0,4,1,0,0,325,32,"1"
"73547","CHIEF_INVESTIGATOR",1940,"Australia","OtherNA","2578","25","OtherNA","Less than 0",0,2,4,10,4,6,326,67,"0"
"23442","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","Other","25","OtherNA","Less than 0",2,0,10,7,4,0,327,37,"1"
"720017","CHIEF_INVESTIGATOR",1960,"OtherNA","OtherNA","2653","25","OtherNA",">=0 to 5",2,0,0,0,0,0,328,47,"1"
"20357","PRINCIPAL_SUPERVISOR",1965,"The Americas","English","Other","31","No",">5 to 10",1,0,2,7,4,1,329,42,"1"
"45462","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","3943","31","OtherNA","Less than 0",1,1,27,8,4,0,330,62,"1"
"78782","PRINCIPAL_SUPERVISOR",1955,"Australia","OtherNA","2678","25","No",">5 to 10",4,0,0,3,13,3,331,52,"1"
"730232","CHIEF_INVESTIGATOR",1970,"OtherNA","OtherNA","Other","25","OtherNA","OtherNA",0,1,0,0,0,0,332,37,"0"
"612","DELEGATED_RESEARCHER",1960,"Australia","OtherNA","3123","31","No",">10 to 15",0,1,7,1,2,0,333,47,"0"
"79242","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","Other","25","No","more than 15",0,2,0,9,7,2,334,62,"0"
"6747","CHIEF_INVESTIGATOR",1955,"Australia","English","Other","31","No",">=0 to 5",0,2,0,1,1,1,335,52,"0"
"69812","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","OtherNA",">5 to 10",1,5,10,7,9,1,336,47,"1"
"1797","CHIEF_INVESTIGATOR",1960,"North America","OtherNA","2678","25","No",">5 to 10",2,7,0,8,4,0,337,47,"1"
"66782","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","OtherNA",">=0 to 5",0,0,4,3,3,2,338,52,"0"
"573352","CHIEF_INVESTIGATOR",1965,"OtherNA","Other","1038","1","OtherNA","OtherNA",0,1,0,0,0,0,339,42,"0"
"3762","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","3198","31","No",">10 to 15",0,2,4,3,5,0,340,47,"0"
"67297","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","Other","25","OtherNA","more than 15",0,0,4,6,2,2,341,57,"0"
"18832","CHIEF_INVESTIGATOR",1975,"Great Britain","English","Other","25","OtherNA","OtherNA",0,1,8,11,5,1,342,32,"0"
"62902","CHIEF_INVESTIGATOR",1950,"North America","OtherNA","Other","7","OtherNA","Less than 0",1,0,0,0,0,0,343,57,"1"
"66737","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","2763","25","No",">5 to 10",0,1,0,3,6,4,344,52,"0"
"80377","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","3258","31","No","more than 15",3,1,4,4,6,1,345,62,"1"
"103002","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","25","OtherNA",">=0 to 5",0,1,0,0,0,0,346,42,"0"
"24017","PRINCIPAL_SUPERVISOR",1970,"Australia","OtherNA","2603","25","No",">5 to 10",1,1,6,2,2,0,347,37,"1"
"69222","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2558","25","OtherNA","OtherNA",1,2,5,14,6,1,348,42,"0"
"69812","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","OtherNA",">5 to 10",1,5,10,7,9,1,349,47,"0"
"110472","CHIEF_INVESTIGATOR",1965,"Australia","English","2973","25","OtherNA",">=0 to 5",0,1,0,2,2,2,350,42,"0"
"9657","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2923","25","No",">=0 to 5",2,0,0,4,0,3,351,42,"1"
"636677","CHIEF_INVESTIGATOR",1980,"Australia","OtherNA","Other","25","No",">=0 to 5",1,0,0,0,0,0,353,27,"1"
"Other","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","2498","25","No","Less than 0",1,0,1,1,0,0,354,32,"1"
"1737","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2533","25","No",">=0 to 5",1,0,4,7,7,3,355,42,"1"
"75972","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2603","25","No",">=0 to 5",1,0,3,2,3,3,356,47,"1"
"16137","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2653","25","OtherNA",">5 to 10",1,5,4,3,1,0,357,57,"1"
"7952","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","3098","31","No",">5 to 10",1,1,2,3,3,2,358,42,"0"
"81187","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","3658","22","No",">=0 to 5",2,0,5,2,10,0,359,42,"1"
"85862","CHIEF_INVESTIGATOR",1950,"Western Europe","OtherNA","Other","25","OtherNA",">=0 to 5",1,0,0,3,4,2,360,57,"0"
"74162","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","Other","25","No",">5 to 10",1,0,10,19,7,6,361,37,"1"
"111192","CHIEF_INVESTIGATOR",1965,"Western Europe","Other","1098","1","No",">=0 to 5",0,1,2,14,7,9,362,42,"0"
"Other","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","653","7","OtherNA","OtherNA",0,0,0,1,1,0,363,52,"1"
"Other","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","31","OtherNA","OtherNA",0,1,0,1,0,0,364,42,"0"
"98212","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2653","25","OtherNA","more than 15",1,1,9,7,3,0,365,42,"1"
"491302","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","1098","1","No",">=0 to 5",0,1,0,5,0,0,366,52,"0"
"79032","DELEGATED_RESEARCHER",1955,"Australia","OtherNA","2713","25","No","more than 15",0,1,4,9,5,2,367,52,"0"
"63137","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","653","7","No","more than 15",0,1,0,4,1,0,368,62,"0"
"33312","PRINCIPAL_SUPERVISOR",1965,"Australia","OtherNA","Other","25","No",">=0 to 5",0,0,2,2,2,1,370,42,"1"
"713112","CHIEF_INVESTIGATOR",1975,"OtherNA","OtherNA","2578","25","OtherNA",">=0 to 5",0,2,0,0,0,0,372,32,"0"
"25662","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","3273","31","No",">=0 to 5",1,1,7,5,3,0,373,32,"1"
"159607","CHIEF_INVESTIGATOR",1955,"The Americas","Other","2553","25","No",">=0 to 5",0,2,0,5,5,5,374,52,"0"
"147717","CHIEF_INVESTIGATOR",1965,"Great Britain","OtherNA","Other","25","No",">=0 to 5",0,1,2,1,0,0,375,42,"0"
"55437","CHIEF_INVESTIGATOR",1940,"Great Britain","OtherNA","Other","25","No","Less than 0",0,4,4,0,1,1,376,67,"0"
"67647","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2678","25","No",">5 to 10",1,6,9,8,8,4,377,42,"1"
"12887","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2678","25","No","Less than 0",0,1,8,7,5,0,378,47,"1"
"78637","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2713","25","OtherNA",">10 to 15",0,1,2,3,2,0,380,57,"0"
"23412","DELEGATED_RESEARCHER",1975,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,0,0,0,381,32,"0"
"63782","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2553","25","No","more than 15",2,3,11,13,7,3,382,57,"0"
"Other","CHIEF_INVESTIGATOR",1975,"OtherNA","OtherNA","Other","25","OtherNA","OtherNA",0,1,0,0,0,0,383,32,"0"
"73652","CHIEF_INVESTIGATOR",1950,"Great Britain","OtherNA","803","7","No",">5 to 10",0,2,0,2,0,1,384,57,"0"
"18752","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","Other","OtherNA",">5 to 10",0,1,0,0,0,0,385,42,"0"
"Other","CHIEF_INVESTIGATOR",1980,"Australia","OtherNA","2603","25","No",">=0 to 5",1,0,0,0,0,0,386,27,"1"
"Other","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","593","7","OtherNA","OtherNA",1,0,0,0,1,0,388,47,"1"
"Other","CHIEF_INVESTIGATOR",1950,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,0,0,0,389,57,"1"
"28607","CHIEF_INVESTIGATOR",1965,"Great Britain","OtherNA","2763","25","No",">=0 to 5",2,1,1,11,4,5,390,42,"0"
"612","DELEGATED_RESEARCHER",1960,"Australia","OtherNA","3123","31","No",">10 to 15",0,1,7,1,2,0,391,47,"1"
"34737","CHIEF_INVESTIGATOR",1970,"North America","OtherNA","2603","25","No","Less than 0",1,5,1,6,6,1,392,37,"0"
"22077","CHIEF_INVESTIGATOR",1955,"Western Europe","OtherNA","3273","31","OtherNA","Less than 0",0,0,7,1,2,1,393,52,"1"
"720017","CHIEF_INVESTIGATOR",1960,"OtherNA","OtherNA","2653","25","OtherNA",">=0 to 5",2,0,0,0,0,0,394,47,"1"
"81187","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","3658","22","No",">=0 to 5",2,0,5,2,10,0,395,42,"1"
"74162","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","Other","25","No",">5 to 10",1,0,10,19,7,6,396,37,"1"
"63782","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2553","25","No","more than 15",2,3,11,13,7,3,397,57,"0"
"79242","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","Other","25","No","more than 15",0,2,0,9,7,2,398,62,"0"
"Other","CHIEF_INVESTIGATOR",1970,"OtherNA","OtherNA","2558","25","OtherNA","OtherNA",0,1,0,0,0,0,399,37,"0"
"23912","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","7","OtherNA","OtherNA",0,2,0,0,2,3,400,42,"0"
"66092","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","1033","1","No",">10 to 15",0,2,2,9,3,2,401,47,"0"
"70832","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","31","No",">10 to 15",0,1,10,12,9,2,402,52,"0"
"6807","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2523","25","OtherNA","OtherNA",0,0,4,0,8,3,403,57,"0"
"69517","PRINCIPAL_SUPERVISOR",1950,"Australia","English","1258","34","No","more than 15",0,0,6,4,6,32,404,57,"1"
"125287","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","2103","19","No",">=0 to 5",0,2,0,0,0,0,405,62,"0"
"51502","CHIEF_INVESTIGATOR",1975,"Middle East and Africa","OtherNA","2713","25","No",">=0 to 5",0,0,1,5,0,1,406,32,"1"
"77977","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2523","25","OtherNA","Less than 0",0,0,0,9,1,0,407,42,"0"
"105342","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2678","25","No",">=0 to 5",0,0,2,4,6,2,408,42,"0"
"Other","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","2923","25","OtherNA","Less than 0",0,2,0,0,0,0,409,37,"0"
"Other","CHIEF_INVESTIGATOR",1950,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,1,0,5,0,410,57,"0"
"66737","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","2763","25","No",">5 to 10",0,1,0,3,6,4,412,52,"0"
"27307","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2923","25","OtherNA","Less than 0",1,1,0,0,3,0,413,57,"0"
"79032","DELEGATED_RESEARCHER",1955,"Australia","OtherNA","2713","25","No","more than 15",0,1,4,9,5,2,414,52,"0"
"73882","CHIEF_INVESTIGATOR",1960,"Great Britain","OtherNA","2713","25","OtherNA","Less than 0",1,1,4,3,2,1,415,47,"0"
"63117","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","653","7","No",">10 to 15",1,0,0,0,4,2,416,52,"1"
"47517","CHIEF_INVESTIGATOR",1970,"Australia","English","2533","25","OtherNA","OtherNA",0,1,1,6,0,2,417,37,"0"
"149767","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","Other","25","OtherNA","OtherNA",1,2,0,0,0,0,418,32,"0"
"72037","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","2713","25","No",">5 to 10",1,3,4,3,5,0,419,37,"0"
"12917","PRINCIPAL_SUPERVISOR",1955,"Australia","OtherNA","1038","1","OtherNA","Less than 0",0,1,0,4,0,0,420,52,"0"
"6077","CHIEF_INVESTIGATOR",1955,"Australia","English","Other","64","OtherNA","more than 15",0,0,0,0,1,0,421,52,"0"
"663742","CHIEF_INVESTIGATOR",1975,"Western Europe","OtherNA","2763","25","No",">=0 to 5",0,1,0,0,0,0,422,32,"0"
"Other","CHIEF_INVESTIGATOR",1935,"Australia","OtherNA","Other","7","OtherNA",">=0 to 5",0,1,0,0,2,1,423,72,"0"
"34502","CHIEF_INVESTIGATOR",1970,"Australia","English","2553","25","No",">=0 to 5",0,2,4,0,1,0,424,37,"0"
"80457","DELEGATED_RESEARCHER",1940,"Australia","OtherNA","Other","31","OtherNA","Less than 0",0,1,2,4,1,5,425,67,"0"
"734322","CHIEF_INVESTIGATOR",1965,"OtherNA","OtherNA","2603","25","OtherNA","Less than 0",0,5,0,0,0,0,426,42,"0"
"64162","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","1578","13","No","more than 15",1,0,0,6,3,1,427,47,"1"
